,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
1,2012-09-26,0.3871057706288839,0.3844265245363164,0.3883786508899435,0.3837281089623642,0.0134886461821259,0.0005530116489996795,-0.0028079643212139405,-0.0008938765878228061,-0.0021739078615850005,-0.0021739078615850005,1612.75
2,2012-09-27,0.38431925934577765,0.39555588397243524,0.3995699857694847,0.38428350428226477,0.02845394019287712,-0.002786511283106252,0.011129359436118813,0.011191334879541215,0.0005553953199005646,0.0005553953199005646,1659.44
3,2012-09-28,0.3926311197770791,0.4014745388192725,0.40218487274772896,0.392306940534562,0.0306524701101603,0.008311860431301443,0.005918654846837235,0.0026148869782442463,0.008023436252297234,0.008023436252297234,1684.27
4,2012-10-08,0.40113129020954846,0.3981540852543734,0.40359600592103856,0.39576087966990925,0.01838136307323969,0.008500170432469367,-0.003320453564899073,0.0014111331733095978,0.0034539391353472504,0.0034539391353472504,1670.34
5,2012-10-09,0.39993707108821724,0.4055982894777615,0.40797242569501885,0.3999346874173164,0.027215354554019553,-0.0011942191213312192,0.007444204223388096,0.004376419773980289,0.0041738077474071655,0.0041738077474071655,1701.57
6,2012-10-10,0.4047902250423698,0.4056149751740676,0.40604165226532163,0.4028070108528536,0.01894544259161527,0.004853153954152534,1.668569630608463e-05,-0.001930773429697219,0.002872323435537172,0.002872323435537172,1701.64
7,2012-10-11,0.4045399395977794,0.4022444645202505,0.4051406246647963,0.4016843018585482,0.018706406501751573,-0.00025028544459038127,-0.003370510653817105,-0.0009010276005253504,-0.001122708994305388,-0.001122708994305388,1687.5
8,2012-10-12,0.40373902617509017,0.40340531224896964,0.4072263367030495,0.4008547843850487,0.01984395598574359,-0.0008009134226892312,0.001160847728719161,0.0020857120382531957,-0.0008295174734995192,-0.0008295174734995192,1692.37
9,2012-10-15,0.4036532140226592,0.4026377702188925,0.4044326744072407,0.4000371852660534,0.013623187917485128,-8.581215243097517e-05,-0.0007675420300771174,-0.0027936622958087964,-0.0008175991189952603,-0.0008175991189952603,1689.15
10,2012-10-16,0.4022992889509703,0.40215388502601773,0.40513585732299456,0.4007928089416263,0.016372767595018194,-0.0013539250716889106,-0.00048388519287478893,0.000703182915753886,0.0007556236755728585,0.0007556236755728585,1687.12
11,2012-10-17,0.4036007732628403,0.40315741047528014,0.4053837590966841,0.4001825891910059,0.01722584940396921,0.0013014843118699937,0.0010035254492624102,0.0002479017736895517,-0.0006102197506203666,-0.0006102197506203666,1691.33
12,2012-10-18,0.4039416382016633,0.4082489315195187,0.40940977924823785,0.40381053630211594,0.02572605285853364,0.0003408649388230156,0.005091521044238545,0.004026020151553733,0.0036279471111100303,0.0036279471111100303,1712.69
13,2012-10-19,0.40787707885898444,0.4068711697388212,0.40888775532094934,0.4066542556868428,0.015886019161453633,0.003935440657321154,-0.001377761780697484,-0.0005220239272885063,0.002843719384726884,0.002843719384726884,1706.91
14,2012-10-22,0.40541951416019695,0.4087828738013115,0.41004145203696596,0.40471871491534395,0.016149071285963896,-0.0024575646987874955,0.0019117040624903048,0.0011536967160166167,-0.0019355407714988782,-0.0019355407714988782,1714.93
15,2012-10-23,0.40854450671122544,0.4039082668090513,0.40935495481751805,0.40315741047528014,0.01769671130579332,0.0031249925510284937,-0.004874606992260222,-0.0006864972194479124,-0.0015613044400638043,-0.0015613044400638043,1694.48
