,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
1,2012-09-26,0.37865113741169426,0.37608465761759213,0.3802156519051827,0.37545450594660373,0.0320889744676935,0.00015693432419244813,-0.0030831558768282807,-0.001091297146692538,-0.00233952861757758,-0.00233952861757758,1557.69
2,2012-09-27,0.3764564712472175,0.3876519244976894,0.39084131284012497,0.37635265315582855,0.067437790207719,-0.0021946661644767773,0.011567266880097293,0.010625660934942271,0.0008981472092248199,0.0008981472092248199,1605.6
3,2012-09-28,0.3845591111239878,0.39334984765298686,0.3942238511200282,0.3843828618060485,0.07336301920957156,0.00810263987677029,0.005697923155297435,0.0033825382799032577,0.008030208650219972,0.008030208650219972,1629.2
4,2012-10-08,0.3932073995741044,0.3903487804995823,0.3961143061329934,0.3883448498983549,0.04398048229979265,0.008648288450116615,-0.0030010671534045352,0.0018904550129651976,0.003961988092306357,0.003961988092306357,1616.77
5,2012-10-09,0.3923985842109584,0.3982679279357583,0.4000473217346796,0.3923985842109584,0.06628450126217036,-0.000808815363145976,0.007919147436176,0.003933015601686185,0.00405373431260353,0.00405373431260353,1649.57
6,2012-10-10,0.3974518694499573,0.3978840424350413,0.3985286803513398,0.39561694504401407,0.046273637053088075,0.005053285238998895,-0.00038388550071705163,-0.0015186413833397916,0.0032183608330556557,0.0032183608330556557,1647.98
7,2012-10-11,0.3967951596625671,0.39512682707768976,0.3974904994374508,0.39433974108250885,0.048332767202958135,-0.0006567097873901862,-0.002757215357351517,-0.0010381809138890197,-0.0012772039615052133,-0.0012772039615052133,1636.56
8,2012-10-12,0.3966116672219728,0.39631952794155284,0.4002839304080776,0.3936564731787168,0.046430292355108885,-0.0001834924405943461,0.0011927008638630832,0.002793430970626787,-0.0006832679037920286,-0.0006832679037920286,1641.5
9,2012-10-15,0.3969134639992661,0.39557348630808387,0.39767399187804514,0.3930601227467853,0.03277551697914552,0.0003017967772933061,-0.0007460416334689746,-0.0026099385300324407,-0.0005963504319315138,-0.0005963504319315138,1638.41
10,2012-10-16,0.395351363879996,0.39543828135185644,0.3981810104638979,0.3942045361262815,0.03866887383286857,-0.0015621001192701045,-0.00013520495622743045,0.0005070185858527809,0.0011444133794961675,0.0011444133794961675,1637.85
11,2012-10-17,0.3967999884110038,0.39594771431192755,0.3978743849381679,0.39260139164529945,0.041617277497131296,0.0014486245310078028,0.00050943296007111,-0.0003066255257300199,-0.0016031444809820328,-0.0016031444809820328,1639.96
12,2012-10-18,0.3968579333922441,0.4011869063657391,0.4021598991757327,0.3963219423157712,0.060934868895900926,5.7944981240343196e-05,0.00523919205381157,0.0042855142375647914,0.0037205506704717783,0.0037205506704717783,1661.66
13,2012-10-19,0.40074266150956334,0.40057124094006075,0.4018074005398541,0.39997489050812923,0.04194046087105384,0.003884728117319214,-0.0006156654256783689,-0.0003524986358786064,0.0036529481923580076,0.0036529481923580076,1659.11
