date,open,close,high,low,vol
2012-09-25,2708.68,2685.57,2728.8,2682.43,4594731
2012-09-26,2681.58,2632.96,2690.34,2624.96,4404279
2012-09-27,2624.71,2703.83,2722.19,2624.68,4996994
2012-09-28,2687.09,2767.04,2767.39,2681.93,5443712
2012-10-08,2762.71,2741.11,2777.18,2725.51,3826115
2012-10-09,2743.41,2815.34,2815.39,2743.41,5725156
2012-10-10,2803.38,2840.59,2840.63,2784.19,7044934
2012-10-11,2829.87,2806.35,2845.61,2804.3,6147315
2012-10-12,2806.02,2789.87,2830.47,2763.71,5685570
2012-10-15,2784.8,2766.55,2786.44,2741.68,3721784
2012-10-16,2763.51,2762.84,2791.1,2753.57,3522755
2012-10-17,2768.7,2775.21,2790.88,2741.56,3629401
2012-10-18,2777.17,2820.22,2826.36,2777.14,5014224
2012-10-19,2816.74,2814.69,2838.7,2806.76,4951491
2012-10-22,2791.28,2810.77,2816.22,2779.65,3355078
2012-10-23,2810.89,2776.3,2817.34,2773.04,3750837
2012-10-24,2757.08,2786.16,2802.28,2752.46,5341843
2012-10-25,2786.97,2766.8,2828.02,2762.18,7252888
2012-10-26,2759.77,2691.94,2766.51,2680.36,5270649
2012-10-29,2682.13,2679.82,2694.94,2666.08,2913435
2012-10-30,2680.82,2685.4,2703.17,2670.67,3164168
2012-10-31,2679.81,2691.3,2691.44,2667.48,2746084
2012-11-01,2694.27,2751.26,2755.51,2694.13,4859983
2012-11-02,2749.97,2755.16,2757.92,2728.31,3655896
2012-11-05,2750.09,2745.08,2762.26,2732.21,3364099
2012-11-06,2743.8,2708.55,2743.95,2672.56,3333353
2012-11-07,2706.59,2713.82,2728.21,2691.95,2772911
2012-11-08,2691.29,2626.33,2691.29,2625.82,3345867
2012-11-09,2622.06,2623.06,2642.21,2610.55,2301551
2012-11-12,2625.99,2641.46,2646.05,2616.0,2239295
2012-11-13,2642.13,2590.84,2642.53,2585.96,2765629
2012-11-14,2587.81,2601.66,2606.29,2573.27,2435934
2012-11-15,2589.06,2558.53,2606.82,2556.28,2788530
2012-11-16,2551.98,2547.17,2554.98,2528.52,2197167
2012-11-19,2545.64,2564.16,2564.29,2526.57,1891880
2012-11-20,2571.7,2549.02,2579.96,2548.15,1711504
2012-11-21,2547.76,2584.66,2585.05,2520.22,2180665
2012-11-22,2573.02,2545.26,2573.02,2539.61,1923180
2012-11-23,2548.55,2560.64,2575.58,2546.35,2335896
2012-11-26,2560.67,2535.53,2565.66,2532.09,2327553
2012-11-27,2531.79,2457.25,2534.04,2455.61,3263963
2012-11-28,2448.01,2397.8,2448.01,2391.63,2585990
2012-11-29,2393.07,2375.38,2410.39,2372.58,2862915
2012-11-30,2374.02,2406.3,2413.81,2373.15,2758425
2012-12-03,2405.4,2350.33,2413.05,2347.52,2471914
2012-12-04,2339.3,2371.82,2376.15,2308.16,2736884
2012-12-05,2368.1,2479.83,2496.12,2358.86,5620569
2012-12-06,2481.32,2477.61,2494.22,2461.44,4286413
2012-12-07,2472.15,2546.18,2554.49,2462.37,6570922
2012-12-10,2543.81,2595.51,2604.89,2535.04,6429754
2012-12-11,2588.91,2582.72,2618.96,2572.06,5394995
2012-12-12,2577.64,2584.88,2598.1,2554.83,4277454
2012-12-13,2577.46,2546.12,2591.55,2544.25,4338042
2012-12-14,2538.94,2659.26,2660.85,2538.2,8469328
2012-12-17,2663.11,2684.35,2708.85,2663.11,8083326
2012-12-18,2679.78,2675.62,2718.68,2660.52,6326908
2012-12-19,2668.31,2674.38,2691.94,2661.67,4562424
2012-12-20,2665.43,2698.69,2699.26,2641.75,5378895
2012-12-21,2695.93,2678.95,2728.52,2665.18,5262426
2012-12-24,2670.41,2678.46,2687.51,2664.98,4230307
2012-12-25,2671.38,2738.09,2750.05,2656.21,7163948
2012-12-26,2735.4,2767.24,2767.62,2731.68,6764481
2012-12-27,2766.4,2738.62,2780.95,2736.14,7132046
2012-12-28,2734.21,2766.45,2768.34,2722.6,5652916
2012-12-31,2765.22,2806.0,2808.67,2757.9,6708907
2013-01-04,2839.53,2813.29,2850.28,2786.29,8750081
2013-01-07,2810.12,2836.48,2837.55,2798.36,6898261
2013-01-08,2843.06,2856.29,2862.95,2818.86,7999682
2013-01-09,2854.14,2867.41,2884.16,2835.7,9300132
2013-01-10,2868.01,2880.02,2893.32,2853.61,7663192
2013-01-11,2883.94,2797.27,2885.86,2790.01,8159349
2013-01-14,2782.19,2880.61,2885.49,2780.0,8734116
2013-01-15,2881.43,2937.35,2950.11,2881.43,11135218
2013-01-16,2931.91,2926.72,2949.61,2879.64,9170984
2013-01-17,2920.1,2890.91,2931.64,2878.45,6603294
2013-01-18,2897.04,2926.26,2928.8,2877.3,6401627
2013-01-21,2930.57,2938.7,2939.66,2913.38,6233789
2013-01-22,2936.15,2900.17,2943.59,2882.52,7415434
2013-01-23,2892.91,2898.83,2907.89,2860.65,6318125
2013-01-24,2900.83,2861.92,2947.87,2836.55,9550456
2013-01-25,2857.91,2863.98,2886.89,2845.68,6847260
2013-01-28,2860.61,2934.93,2935.52,2860.3,7366919
2013-01-29,2937.79,2959.29,2967.17,2926.2,7234689
2013-01-30,2960.96,2969.4,2971.35,2930.93,7799513
2013-01-31,2968.01,2966.69,2980.92,2945.9,8020689
2013-02-01,2954.29,3003.85,3004.73,2947.11,8269421
2013-02-04,3015.79,3029.77,3039.18,2997.09,10243902
2013-02-05,3009.71,3063.99,3064.49,3001.44,8311367
2013-02-06,3065.52,3068.52,3080.5,3061.18,6878206
2013-02-07,3061.82,3074.36,3081.64,3048.09,6200712
2013-02-08,3071.12,3110.76,3121.02,3070.98,5715191
2013-02-18,3119.99,3109.22,3135.4,3098.36,6865593
2013-02-19,3108.26,3040.81,3114.27,3024.25,8825689
2013-02-20,3031.3,3074.65,3075.51,3024.77,7066638
2013-02-21,3050.43,2982.73,3050.43,2971.12,8245732
2013-02-22,2979.19,2970.65,2995.28,2962.89,5846037
2013-02-25,2970.99,2993.91,3000.09,2968.93,5516475
2013-02-26,2979.22,2935.1,2993.29,2933.33,5841832
2013-02-27,2941.07,2969.57,2973.01,2931.1,5529556
2013-02-28,2978.32,3039.52,3040.3,2968.39,7692799
2013-03-01,3037.83,3067.57,3067.97,3027.09,7627581
2013-03-04,3028.86,2943.72,3028.86,2920.41,9909431
2013-03-05,2944.51,3001.16,3001.16,2939.08,7909539
2013-03-06,3009.86,3042.22,3042.5,3003.57,8810631
2013-03-07,3044.91,3047.22,3064.4,3012.45,9444650
