date,open,close,high,low,vol
2012-09-25,2531.42,2535.49,2551.75,2526.9,5268267
2012-09-26,2533.07,2519.74,2546.74,2515.36,5263696
2012-09-27,2521.98,2599.87,2625.07,2520.55,13439984
2012-09-28,2576.58,2630.65,2638.04,2575.01,12568810
2012-10-08,2627.78,2615.35,2648.44,2599.94,7365031
2012-10-09,2627.67,2673.43,2686.65,2627.66,11367000
2012-10-10,2667.7,2671.7,2677.83,2656.43,6979267
2012-10-11,2664.23,2652.2,2669.12,2646.87,7491012
2012-10-12,2661.97,2665.71,2691.49,2645.81,8975307
2012-10-15,2672.22,2664.34,2678.38,2645.07,5732527
2012-10-16,2663.26,2666.8,2687.1,2654.71,7343193
2012-10-17,2676.16,2664.88,2681.73,2645.35,8049677
2012-10-18,2669.0,2694.75,2702.15,2662.03,11160231
2012-10-19,2690.46,2689.22,2699.22,2685.29,6793336
2012-10-22,2676.87,2706.65,2713.83,2674.15,7536093
2012-10-23,2707.66,2672.93,2714.52,2670.29,7446497
2012-10-24,2666.21,2667.93,2684.59,2663.36,5703918
2012-10-25,2665.95,2649.77,2681.56,2647.21,6013117
2012-10-26,2650.25,2604.31,2654.25,2591.13,7733040
2012-10-29,2597.91,2587.39,2607.71,2577.55,5922869
2012-10-30,2589.08,2594.01,2612.53,2579.51,7049788
2012-10-31,2595.91,2600.92,2604.12,2584.9,6412987
2012-11-01,2604.2,2658.35,2671.54,2604.08,12292897
2012-11-02,2660.0,2685.3,2688.27,2650.73,10054080
2012-11-05,2681.28,2676.9,2697.89,2661.3,11590759
2012-11-06,2677.97,2673.82,2681.27,2630.54,9625773
2012-11-07,2667.26,2659.27,2673.53,2642.64,6762082
2012-11-08,2637.75,2614.87,2646.37,2613.59,8096824
2012-11-09,2609.62,2611.89,2622.31,2603.16,7584151
2012-11-12,2614.81,2633.9,2635.27,2609.86,9287781
2012-11-13,2632.28,2589.4,2632.28,2581.43,9001417
2012-11-14,2587.79,2595.69,2599.61,2578.69,6265770
2012-11-15,2581.13,2567.69,2594.28,2566.82,6153913
2012-11-16,2562.51,2547.37,2565.73,2532.02,7053420
2012-11-19,2546.43,2553.15,2554.34,2525.83,6713469
2012-11-20,2558.48,2535.85,2562.19,2528.32,5302878
2012-11-21,2534.74,2576.42,2578.19,2529.11,7251516
2012-11-22,2564.19,2566.66,2570.59,2552.45,5159270
2012-11-23,2574.06,2587.25,2598.07,2567.25,7371270
2012-11-26,2578.49,2573.99,2583.82,2563.52,4846782
2012-11-27,2566.22,2559.44,2575.23,2556.36,7669939
2012-11-28,2550.03,2544.53,2556.42,2538.81,7474285
2012-11-29,2545.74,2515.2,2556.71,2511.44,8685820
2012-11-30,2511.2,2536.03,2541.04,2503.59,9274741
2012-12-03,2530.99,2519.27,2557.3,2516.17,10108818
2012-12-04,2517.0,2550.14,2555.48,2515.9,8052526
2012-12-05,2548.48,2653.51,2667.03,2545.8,26138163
2012-12-06,2648.55,2665.62,2672.85,2647.59,14611963
2012-12-07,2665.11,2722.97,2725.97,2659.88,23580156
2012-12-10,2738.89,2753.58,2764.14,2732.95,22110359
2012-12-11,2743.8,2741.87,2762.7,2736.06,13977145
2012-12-12,2740.47,2760.65,2773.59,2736.46,14548412
2012-12-13,2751.76,2727.69,2753.96,2724.61,12336943
2012-12-14,2729.87,2911.27,2917.66,2729.87,36501447
2012-12-17,2922.62,2926.38,2947.22,2909.5,25845515
