date,open,close,high,low,vol
2012-09-25,1601.65,1597.96,1611.34,1584.94,400249
2012-09-26,1594.74,1580.66,1614.96,1576.66,616492
2012-09-27,1581.79,1639.32,1657.97,1579.65,927205
2012-09-28,1626.8,1680.55,1681.09,1621.28,980489
2012-10-08,1676.39,1664.71,1685.73,1653.76,647549
2012-10-09,1668.2,1701.65,1707.34,1668.2,741188
2012-10-10,1696.98,1705.76,1712.96,1691.04,650187
2012-10-11,1697.67,1674.64,1697.67,1672.55,608589
2012-10-12,1677.29,1684.77,1695.51,1652.39,745149
2012-10-15,1681.54,1651.67,1683.7,1641.45,637866
2012-10-16,1653.61,1653.81,1677.45,1645.21,668607
2012-10-17,1666.96,1659.82,1672.35,1640.4,734750
2012-10-18,1661.72,1690.04,1693.83,1661.72,814259
2012-10-19,1690.64,1703.04,1714.81,1690.13,991163
2012-10-22,1692.5,1724.08,1724.49,1692.36,1004654
2012-10-23,1716.74,1685.65,1721.87,1683.84,889753
2012-10-24,1676.78,1675.27,1688.47,1669.18,725325
2012-10-25,1672.62,1645.48,1691.85,1644.45,1033822
2012-10-26,1641.45,1601.88,1643.01,1588.58,803992
2012-10-29,1603.32,1590.89,1605.09,1583.06,576858
2012-10-30,1591.28,1584.26,1610.84,1580.63,597648
2012-10-31,1582.87,1593.22,1593.83,1558.12,918106
2012-11-01,1590.55,1617.08,1624.51,1582.49,1104906
2012-11-02,1613.89,1621.13,1623.87,1605.31,696144
2012-11-05,1626.04,1643.54,1663.71,1626.04,1211305
2012-11-06,1643.68,1627.22,1645.13,1601.7,826465
2012-11-07,1624.63,1617.35,1635.18,1611.48,534320
2012-11-08,1596.09,1553.31,1596.09,1551.67,661325
2012-11-09,1551.28,1554.85,1565.34,1545.27,466975
2012-11-12,1556.09,1560.74,1565.05,1544.45,386481
2012-11-13,1559.98,1520.87,1560.0,1517.41,508041
2012-11-14,1522.89,1521.79,1528.07,1506.24,404209
2012-11-15,1512.67,1483.41,1512.67,1481.32,441731
