date,open,close,high,low,vol
2012-09-25,2225.77,2218.87,2245.0,2211.56,5885214
2012-09-26,2215.08,2174.75,2221.75,2168.89,4482910
2012-09-27,2172.74,2236.82,2250.61,2172.59,7080485
2012-09-28,2225.78,2292.05,2294.33,2222.96,8788561
2012-10-08,2291.12,2268.76,2300.74,2254.64,5394181
2012-10-09,2276.65,2324.85,2325.24,2276.65,7298096
2012-10-10,2320.48,2347.46,2347.95,2302.95,7335447
2012-10-11,2335.53,2325.74,2350.91,2324.05,7710522
2012-10-12,2328.16,2323.65,2347.84,2299.45,5857846
2012-10-15,2318.1,2293.71,2318.49,2275.64,5154813
2012-10-16,2284.4,2283.37,2300.68,2271.67,4258446
2012-10-17,2291.89,2298.4,2309.69,2267.91,4935893
2012-10-18,2303.16,2335.35,2340.8,2303.16,6788224
2012-10-19,2332.56,2329.27,2346.97,2324.33,5664237
2012-10-22,2309.2,2328.89,2334.29,2302.05,4561213
2012-10-23,2327.06,2306.25,2332.4,2301.45,6119058
2012-10-24,2289.95,2307.3,2318.11,2285.73,6745619
2012-10-25,2305.44,2296.9,2341.04,2288.81,8602622
2012-10-26,2291.96,2226.6,2293.46,2220.82,7054000
2012-10-29,2219.08,2207.96,2225.25,2199.81,4689845
2012-10-30,2208.93,2217.63,2232.1,2203.61,5667252
2012-10-31,2214.44,2224.69,2225.26,2204.44,5025911
2012-11-01,2225.64,2275.38,2280.78,2225.64,6891044
2012-11-02,2275.93,2272.96,2286.14,2256.81,5480816
2012-11-05,2265.91,2267.41,2277.4,2254.37,4225841
2012-11-06,2265.61,2247.07,2267.66,2211.52,4610583
2012-11-07,2246.56,2258.11,2272.8,2237.76,5080175
2012-11-08,2234.98,2194.25,2235.92,2193.94,4638261
2012-11-09,2191.85,2184.16,2203.69,2175.65,3209519
2012-11-12,2187.31,2199.52,2203.68,2178.38,3236754
2012-11-13,2201.82,2166.21,2202.41,2164.93,4013569
2012-11-14,2166.5,2185.86,2186.51,2157.31,3674607
2012-11-15,2175.02,2153.45,2188.86,2152.17,3941964
2012-11-16,2149.3,2138.73,2151.3,2123.47,3252987
2012-11-19,2137.28,2152.23,2152.55,2124.14,2534268
2012-11-20,2160.25,2142.94,2165.6,2141.61,2560782
2012-11-21,2142.29,2173.06,2173.09,2123.72,3159991
2012-11-22,2164.85,2145.86,2164.85,2142.38,2148941
2012-11-23,2153.05,2159.62,2171.29,2149.09,3124209
