date,open,close,high,low,vol
2012-09-25,1550.18,1553.7,1560.99,1547.58,10336341
2012-09-26,1551.43,1541.14,1557.15,1536.96,9146014
2012-09-27,1541.55,1587.96,1600.04,1541.19,20088600
2012-09-28,1576.27,1613.09,1616.38,1575.18,22188841
2012-10-08,1611.64,1596.14,1623.09,1588.0,11995070
2012-10-09,1605.17,1627.66,1635.46,1605.17,18523274
2012-10-10,1623.28,1625.33,1627.38,1614.63,11822438
2012-10-11,1619.83,1615.75,1624.71,1609.89,13003582
2012-10-12,1621.83,1618.66,1636.41,1608.23,13116776
2012-10-15,1620.05,1612.96,1622.43,1603.28,9339004
2012-10-16,1611.26,1614.14,1624.48,1606.91,10256926
2012-10-17,1619.62,1617.66,1624.3,1603.35,11418780
2012-10-18,1621.05,1639.67,1643.48,1619.62,16552872
2012-10-19,1637.92,1637.77,1643.22,1635.1,11151234
2012-10-22,1628.19,1643.34,1648.08,1625.24,11542939
2012-10-23,1642.84,1625.81,1646.37,1624.22,12467079
2012-10-24,1619.95,1623.64,1631.77,1618.75,11463666
2012-10-25,1622.79,1612.95,1632.42,1611.11,13712402
2012-10-26,1614.42,1584.7,1616.35,1577.72,13999065
2012-10-29,1581.23,1571.53,1583.68,1566.95,10184829
2012-10-30,1572.55,1576.32,1586.68,1568.46,13472986
2012-10-31,1578.47,1587.05,1588.73,1573.19,13878468
2012-11-01,1589.3,1617.73,1625.78,1589.14,19249881
2012-11-02,1617.32,1626.61,1628.83,1609.38,15256004
2012-11-05,1623.76,1624.71,1634.79,1615.38,16093072
2012-11-06,1625.41,1619.74,1627.15,1597.75,13093677
2012-11-07,1617.21,1617.83,1626.21,1608.79,13237335
2012-11-08,1604.95,1591.62,1609.69,1590.91,12788451
2012-11-09,1589.52,1591.85,1598.71,1587.79,11929670
2012-11-12,1592.86,1600.88,1601.29,1587.17,13888289
2012-11-13,1600.3,1575.26,1600.3,1571.63,12393955
2012-11-14,1575.83,1581.95,1585.69,1571.55,10010013
2012-11-15,1573.59,1563.7,1579.64,1563.28,10519202
2012-11-16,1560.82,1551.56,1562.56,1542.53,11474377
2012-11-19,1550.25,1550.89,1551.59,1533.51,10594898
2012-11-20,1554.81,1540.49,1557.09,1539.38,8178309
2012-11-21,1539.89,1562.97,1563.8,1534.32,10087244
2012-11-22,1553.97,1554.75,1557.22,1547.64,7220379
2012-11-23,1559.71,1568.75,1574.48,1555.16,11417987
2012-11-26,1565.64,1563.2,1569.36,1557.75,8560923
2012-11-27,1559.46,1552.92,1563.84,1551.56,11619656
2012-11-28,1547.25,1542.07,1549.35,1538.77,11608977
2012-11-29,1541.84,1532.92,1549.16,1530.57,11426423
2012-11-30,1531.6,1547.76,1550.11,1529.03,12764586
2012-12-03,1544.59,1532.18,1557.65,1531.58,15942709
2012-12-04,1529.33,1545.95,1550.27,1528.28,13422758
2012-12-05,1544.57,1601.74,1608.11,1543.26,35083555
2012-12-06,1599.53,1600.42,1608.44,1590.04,19397373
2012-12-07,1602.3,1634.92,1637.54,1599.67,31809626
2012-12-10,1642.08,1653.28,1659.27,1640.56,30402229
2012-12-11,1648.06,1645.01,1657.65,1642.94,20039302
2012-12-12,1645.63,1657.13,1659.66,1642.79,20131344
2012-12-13,1651.67,1635.63,1654.79,1634.63,16461029
2012-12-14,1637.61,1728.06,1728.82,1637.61,47748303
2012-12-17,1732.9,1738.85,1750.1,1732.64,38227780
2012-12-18,1734.95,1744.85,1768.37,1725.56,34703474
2012-12-19,1740.28,1744.02,1759.72,1736.47,25016549
2012-12-20,1735.8,1751.94,1757.8,1725.85,25798834
2012-12-21,1753.25,1737.99,1769.77,1732.99,25337049
2012-12-24,1733.41,1746.44,1759.67,1731.84,19109019
2012-12-25,1739.74,1798.88,1808.34,1734.6,36399072
2012-12-26,1796.61,1800.56,1806.09,1792.86,25512386
2012-12-27,1805.83,1786.78,1816.9,1785.86,24965547
