date,open,close,high,low,vol
2012-09-25,1168.81,1164.61,1171.93,1153.65,521612
2012-09-26,1162.73,1153.48,1170.59,1148.02,713112
2012-09-27,1152.01,1175.96,1181.8,1143.26,1594582
2012-09-28,1170.82,1190.24,1192.28,1167.12,1597581
2012-10-08,1189.85,1161.09,1197.86,1155.09,929930
2012-10-09,1162.49,1181.88,1185.14,1162.49,1006477
2012-10-10,1185.73,1189.43,1192.59,1176.73,989562
2012-10-11,1185.47,1171.71,1187.75,1170.52,657875
2012-10-12,1174.71,1174.78,1186.34,1165.71,678774
2012-10-15,1174.3,1169.75,1175.23,1159.54,491935
2012-10-16,1169.98,1163.86,1177.79,1161.34,774279
2012-10-17,1165.6,1150.44,1168.87,1139.81,655948
2012-10-18,1154.1,1171.55,1173.74,1152.59,874965
2012-10-19,1168.88,1171.59,1173.75,1163.82,575467
2012-10-22,1165.0,1170.57,1174.49,1158.1,714592
2012-10-23,1171.78,1159.12,1173.99,1156.08,721803
2012-10-24,1158.96,1166.39,1168.84,1157.42,714113
2012-10-25,1172.67,1173.14,1185.24,1167.41,1481646
2012-10-26,1169.69,1138.61,1174.9,1132.33,1866167
2012-10-29,1135.5,1140.42,1142.47,1132.34,1191256
2012-10-30,1138.56,1125.7,1142.73,1124.02,1054814
2012-10-31,1125.77,1125.05,1129.59,1118.5,813068
2012-11-01,1124.59,1143.69,1147.09,1123.95,1058169
2012-11-02,1143.01,1143.66,1145.65,1132.7,837915
2012-11-05,1139.41,1155.82,1156.8,1137.98,995578
2012-11-06,1155.56,1144.11,1155.58,1131.49,915730
2012-11-07,1143.47,1138.09,1144.96,1132.44,544593
2012-11-08,1131.38,1108.9,1131.38,1107.48,720573
2012-11-09,1108.98,1098.44,1113.18,1094.67,984209
2012-11-12,1099.45,1099.48,1105.44,1093.19,1042178
2012-11-13,1099.26,1079.64,1099.62,1079.51,808427
2012-11-14,1080.42,1084.0,1086.34,1073.08,622012
2012-11-15,1078.14,1052.14,1078.96,1051.0,642404
2012-11-16,1049.21,1040.32,1052.16,1034.75,887893
2012-11-19,1039.73,1035.26,1041.16,1020.92,1211608
2012-11-20,1039.97,1027.89,1041.21,1026.6,600382
2012-11-21,1028.99,1042.92,1043.73,1021.95,729006
2012-11-22,1041.9,1040.42,1050.81,1035.97,540849
2012-11-23,1045.61,1048.07,1055.61,1039.79,670164
2012-11-26,1049.49,1037.48,1067.32,1036.4,449602
