date,open,close,high,low,vol
2012-09-25,2026.39,2020.95,2040.55,2014.58,10389929
2012-09-26,2019.03,1991.88,2028.39,1988.86,10023982
2012-09-27,1992.76,2051.76,2065.95,1992.01,17780726
2012-09-28,2037.74,2094.11,2097.54,2036.38,19585834
2012-10-08,2094.08,2083.26,2106.54,2071.02,12944297
2012-10-09,2092.25,2131.73,2136.09,2092.25,18676118
2012-10-10,2125.81,2137.56,2139.37,2118.04,15172828
2012-10-11,2129.82,2110.4,2133.3,2110.16,14437916
2012-10-12,2118.66,2113.55,2139.07,2094.2,13356531
2012-10-15,2114.12,2104.34,2115.26,2086.13,10118844
2012-10-16,2103.54,2109.71,2127.61,2098.61,12090926
2012-10-17,2118.73,2111.21,2124.11,2091.91,12736995
2012-10-18,2117.43,2143.24,2147.9,2116.0,17912099
2012-10-19,2141.72,2133.62,2147.2,2130.55,12993692
2012-10-22,2124.46,2143.27,2148.05,2119.47,11659423
2012-10-23,2143.54,2113.82,2146.58,2110.17,13644479
2012-10-24,2104.49,2111.75,2122.71,2102.37,12866299
2012-10-25,2111.28,2095.86,2129.99,2093.89,16127304
2012-10-26,2094.61,2055.67,2096.63,2045.06,14661967
2012-10-29,2048.89,2048.58,2056.3,2038.54,9701100
2012-10-30,2047.7,2050.42,2069.1,2042.18,11329240
2012-10-31,2050.64,2064.09,2064.37,2040.71,11834865
2012-11-01,2065.21,2103.6,2111.71,2064.9,17763884
2012-11-02,2103.91,2112.64,2115.4,2090.83,16049429
2012-11-05,2108.17,2105.58,2121.23,2097.34,13037257
2012-11-06,2105.97,2095.95,2108.59,2063.06,13579831
2012-11-07,2092.35,2089.93,2104.14,2080.47,10943463
2012-11-08,2073.03,2046.47,2080.25,2045.94,13090526
2012-11-09,2042.59,2037.54,2051.12,2030.82,11004637
2012-11-12,2040.52,2052.5,2053.23,2032.51,11907982
2012-11-13,2052.47,2012.5,2052.5,2009.61,12777480
2012-11-14,2012.68,2024.16,2025.56,2006.2,9349819
2012-11-15,2012.98,1990.62,2023.81,1989.26,10325289
2012-11-16,1986.99,1980.35,1989.39,1965.48,10647401
2012-11-19,1978.56,1984.35,1985.38,1959.22,8975744
