date,open,close,high,low,vol
2012-09-25,1337.07,1332.24,1339.31,1326.64,1052011
2012-09-26,1332.02,1317.5,1334.78,1316.6,1142325
2012-09-27,1318.54,1344.15,1356.44,1316.02,1831843
2012-09-28,1336.79,1369.63,1373.1,1333.7,2341392
2012-10-08,1369.04,1363.76,1377.29,1357.19,1513476
2012-10-09,1369.4,1386.95,1392.82,1369.4,2477909
2012-10-10,1383.72,1382.69,1384.17,1375.01,1811559
2012-10-11,1382.92,1376.67,1383.3,1374.51,1758683
2012-10-12,1379.88,1375.13,1390.51,1366.93,1456910
2012-10-15,1377.46,1373.13,1378.7,1363.79,1340360
2012-10-16,1373.08,1364.73,1375.67,1362.11,1455516
2012-10-17,1370.07,1366.4,1371.86,1356.18,1758560
2012-10-18,1370.26,1382.38,1386.45,1369.03,2305919
2012-10-19,1382.65,1375.28,1382.65,1371.52,1852076
2012-10-22,1373.64,1385.56,1387.34,1368.92,1733027
2012-10-23,1385.82,1375.13,1386.33,1371.2,1619454
2012-10-24,1373.79,1395.66,1398.62,1371.55,2599132
2012-10-25,1398.32,1395.24,1414.88,1394.34,2915771
2012-10-26,1399.06,1382.19,1401.44,1374.46,2419329
2012-10-29,1378.81,1374.52,1385.26,1367.95,1534133
2012-10-30,1373.97,1369.82,1379.91,1366.15,1608879
2012-10-31,1369.83,1381.36,1382.11,1356.1,2337001
2012-11-01,1377.45,1394.45,1397.88,1374.48,2308300
2012-11-02,1394.47,1401.12,1403.5,1387.0,1729002
2012-11-05,1400.03,1400.41,1411.06,1398.56,2439886
2012-11-06,1400.85,1401.9,1407.57,1385.3,1637427
2012-11-07,1400.55,1401.09,1405.84,1393.84,1653713
2012-11-08,1394.41,1382.33,1397.3,1380.89,1879374
2012-11-09,1378.77,1378.01,1385.46,1373.96,1442392
2012-11-12,1378.04,1385.62,1390.55,1377.83,1760065
2012-11-13,1385.46,1370.19,1385.82,1365.65,1595872
2012-11-14,1371.0,1375.38,1376.66,1367.97,1397461
2012-11-15,1369.51,1357.38,1373.35,1353.66,1519079
2012-11-16,1354.99,1349.12,1359.1,1340.46,1596764
2012-11-19,1348.2,1352.15,1353.5,1336.94,1420158
2012-11-20,1352.64,1359.01,1362.27,1349.96,1542606
2012-11-21,1359.84,1371.77,1373.69,1353.47,1483240
2012-11-22,1369.97,1368.18,1372.44,1364.69,1515390
2012-11-23,1371.93,1379.48,1381.64,1367.97,2043461
2012-11-26,1373.92,1374.45,1384.24,1370.12,1548721
2012-11-27,1370.76,1354.58,1371.8,1351.28,2041156
2012-11-28,1350.68,1336.46,1351.48,1328.25,1600754
2012-11-29,1335.55,1331.16,1340.51,1329.14,1570498
2012-11-30,1330.0,1349.31,1350.98,1326.82,1586126
2012-12-03,1348.28,1335.53,1355.83,1334.24,1742029
2012-12-04,1337.45,1350.38,1350.84,1330.97,2301116
2012-12-05,1350.03,1385.42,1402.03,1344.48,4789102
2012-12-06,1381.65,1385.06,1391.97,1370.86,3262663
2012-12-07,1383.24,1397.06,1400.73,1377.67,4313190
2012-12-10,1400.76,1400.22,1407.09,1389.71,4157122
2012-12-11,1393.4,1395.37,1399.34,1382.78,3144017
2012-12-12,1389.82,1394.22,1396.08,1383.68,2550206
2012-12-13,1391.06,1385.6,1395.79,1382.83,2611064
2012-12-14,1387.75,1429.35,1430.74,1386.28,5756127
2012-12-17,1431.99,1422.03,1440.08,1419.96,4998827
2012-12-18,1423.83,1420.25,1429.23,1414.86,3817672
2012-12-19,1418.38,1420.35,1423.75,1412.24,3004884
2012-12-20,1417.44,1432.35,1433.48,1413.83,3308543
2012-12-21,1434.35,1421.94,1441.99,1414.41,3808479
2012-12-24,1420.36,1428.63,1431.05,1418.85,2941053
2012-12-25,1428.08,1460.03,1460.92,1423.94,4773036
2012-12-26,1460.57,1464.19,1465.37,1451.89,4752382
2012-12-27,1464.07,1463.03,1469.45,1453.03,3781722
2012-12-28,1463.05,1472.94,1474.57,1460.25,3538802
2012-12-31,1473.42,1490.1,1493.1,1473.42,4328216
2013-01-04,1494.35,1478.66,1497.83,1468.71,3363183
2013-01-07,1476.52,1483.8,1485.65,1473.5,2865077
2013-01-08,1483.79,1490.35,1491.2,1475.07,3052795
2013-01-09,1490.17,1482.22,1493.31,1471.65,3497286
2013-01-10,1481.43,1482.78,1484.52,1469.05,4255164
2013-01-11,1482.73,1458.33,1483.7,1451.19,3680757
2013-01-14,1456.94,1496.0,1497.61,1455.75,5146234
2013-01-15,1495.66,1508.5,1512.31,1494.78,5823743
2013-01-16,1505.22,1505.69,1514.74,1490.01,4698181
2013-01-17,1504.15,1514.52,1530.98,1503.97,5103891
2013-01-18,1521.45,1544.54,1545.3,1520.49,6629074
2013-01-21,1551.29,1539.74,1555.44,1530.83,5938683
2013-01-22,1541.17,1513.94,1543.65,1502.75,5645402
2013-01-23,1510.21,1511.16,1515.78,1500.19,3111082
2013-01-24,1516.15,1494.8,1526.12,1487.09,4309620
2013-01-25,1498.49,1498.1,1507.48,1496.07,2798163
2013-01-28,1504.06,1515.57,1516.57,1498.73,3829016
2013-01-29,1518.3,1513.88,1520.68,1503.36,4885848
2013-01-30,1515.66,1512.38,1517.57,1503.65,4625592
2013-01-31,1516.72,1551.71,1552.11,1508.16,6566038
2013-02-01,1547.91,1561.86,1563.17,1540.66,4992118
2013-02-04,1561.89,1557.4,1578.28,1554.76,5447947
2013-02-05,1554.84,1573.47,1573.84,1552.56,4017306
2013-02-06,1574.06,1561.05,1574.22,1557.67,3524425
2013-02-07,1557.77,1558.85,1563.97,1552.87,3200809
2013-02-08,1559.02,1568.28,1573.56,1559.02,2678825
2013-02-18,1573.74,1566.93,1576.54,1554.54,3202295
2013-02-19,1568.58,1538.84,1569.54,1535.86,3350730
2013-02-20,1538.63,1567.56,1569.28,1538.63,4410282
2013-02-21,1555.52,1532.36,1556.53,1524.22,4722208
2013-02-22,1533.39,1528.78,1540.02,1525.49,2883493
2013-02-25,1533.08,1561.62,1565.76,1532.75,4780778
2013-02-26,1557.54,1534.39,1564.0,1529.97,4854195
2013-02-27,1537.99,1537.81,1552.39,1530.56,3084829
2013-02-28,1541.44,1564.96,1565.85,1534.93,3858589
2013-03-01,1564.72,1589.58,1591.47,1559.3,5721652
2013-03-04,1581.7,1581.09,1614.23,1570.21,8846774
2013-03-05,1581.13,1608.83,1617.0,1569.27,6925004
2013-03-06,1616.28,1639.61,1648.78,1616.28,7592492
2013-03-07,1632.53,1628.49,1646.09,1613.37,7733595
2013-03-08,1632.8,1615.59,1638.36,1612.95,4706564
2013-03-11,1611.52,1615.4,1626.43,1603.35,4431689
2013-03-12,1617.69,1608.84,1646.81,1590.89,6557930
2013-03-13,1602.86,1582.56,1605.1,1572.93,3688827
2013-03-14,1570.66,1579.89,1590.7,1570.26,2760007
2013-03-15,1580.51,1589.37,1610.56,1569.53,4207675
2013-03-18,1586.42,1595.6,1601.67,1581.4,4481714
2013-03-19,1598.93,1625.55,1629.78,1598.06,4583538
2013-03-20,1624.32,1641.66,1642.78,1618.24,5416600
2013-03-21,1643.34,1657.83,1666.8,1636.89,5981057
2013-03-22,1660.16,1659.02,1663.82,1651.67,5144804
2013-03-25,1666.77,1665.67,1676.72,1651.64,5933318
2013-03-26,1654.85,1641.31,1654.85,1629.9,5028146
2013-03-27,1640.92,1646.05,1654.31,1636.03,3588934
2013-03-28,1635.65,1611.19,1636.82,1608.68,4209845
2013-03-29,1618.47,1618.53,1635.26,1614.99,3304590
2013-04-01,1612.73,1622.41,1626.98,1608.58,3143915
2013-04-02,1624.02,1613.45,1634.61,1607.29,3587077
2013-04-03,1616.1,1602.34,1621.46,1594.28,3070566
2013-04-08,1582.04,1599.81,1603.34,1571.21,3368208
2013-04-09,1604.57,1605.61,1614.91,1598.77,3083184
