date,open,close,high,low,vol
2012-09-25,1451.95,1445.89,1458.08,1441.39,1052011
2012-09-26,1447.6,1419.88,1447.67,1418.28,1142325
2012-09-27,1418.95,1446.34,1456.04,1415.83,1831843
2012-09-28,1439.77,1471.7,1473.66,1437.24,2341392
2012-10-08,1471.47,1469.41,1480.58,1461.27,1513476
2012-10-09,1473.85,1503.28,1504.94,1473.85,2477909
2012-10-10,1499.62,1504.41,1506.13,1491.99,1811559
2012-10-11,1503.77,1493.01,1506.25,1491.42,1758683
2012-10-12,1496.54,1492.59,1507.33,1479.77,1456910
2012-10-15,1497.38,1489.02,1498.11,1477.78,1340360
2012-10-16,1488.59,1485.36,1493.31,1482.0,1455516
2012-10-17,1488.97,1484.16,1491.86,1474.27,1758560
2012-10-18,1485.46,1505.98,1506.68,1485.09,2305919
2012-10-19,1505.79,1498.75,1505.8,1494.46,1852076
2012-10-22,1495.12,1508.92,1510.66,1489.96,1733027
2012-10-23,1509.27,1494.64,1510.2,1491.76,1619454
2012-10-24,1490.67,1511.65,1513.56,1489.04,2599132
2012-10-25,1513.11,1509.97,1526.81,1507.97,2915771
2012-10-26,1511.32,1487.29,1512.56,1479.63,2419329
2012-10-29,1485.98,1482.84,1489.68,1476.23,1534133
2012-10-30,1482.64,1480.95,1490.03,1476.06,1608879
2012-10-31,1480.15,1493.31,1493.61,1468.92,2337001
2012-11-01,1490.02,1508.72,1510.54,1488.76,2308300
2012-11-02,1510.19,1512.9,1514.21,1498.92,1729002
2012-11-05,1511.92,1515.0,1523.43,1510.7,2439886
2012-11-06,1513.93,1514.12,1517.92,1493.63,1637427
2012-11-07,1513.86,1511.31,1517.38,1504.15,1653713
2012-11-08,1502.11,1487.23,1506.45,1485.72,1879374
2012-11-09,1482.75,1486.8,1496.25,1482.42,1442392
2012-11-12,1486.2,1497.26,1500.84,1486.17,1760065
2012-11-13,1496.58,1476.05,1497.37,1472.11,1595872
2012-11-14,1477.17,1478.91,1480.72,1467.05,1397461
2012-11-15,1473.6,1459.81,1478.37,1457.56,1519079
2012-11-16,1455.53,1452.53,1462.79,1443.79,1596764
2012-11-19,1449.86,1457.55,1457.57,1440.21,1420158
2012-11-20,1459.77,1463.75,1466.85,1457.81,1542606
2012-11-21,1463.49,1476.27,1477.04,1452.19,1483240
2012-11-22,1473.88,1470.21,1476.93,1466.64,1515390
2012-11-23,1472.12,1481.81,1483.83,1468.61,2043461
2012-11-26,1479.08,1471.71,1483.62,1471.04,1548721
2012-11-27,1468.41,1436.87,1468.41,1434.39,2041156
2012-11-28,1430.93,1415.09,1430.93,1408.24,1600754
2012-11-29,1415.3,1406.89,1421.7,1405.91,1570498
2012-11-30,1405.32,1425.41,1426.34,1401.15,1586126
2012-12-03,1425.32,1405.97,1429.76,1404.9,1742029
2012-12-04,1406.66,1427.61,1427.63,1398.75,2301116
2012-12-05,1425.46,1470.69,1479.0,1421.79,4789102
2012-12-06,1466.45,1468.95,1476.08,1457.2,3262663
2012-12-07,1466.59,1486.51,1489.68,1463.4,4313190
2012-12-10,1487.0,1494.15,1494.38,1481.36,4157122
2012-12-11,1487.82,1483.81,1491.32,1475.56,3144017
2012-12-12,1479.1,1483.53,1486.34,1470.72,2550206
2012-12-13,1481.21,1469.42,1484.59,1468.03,2611064
2012-12-14,1470.76,1517.72,1518.14,1469.48,5756127
2012-12-17,1519.24,1518.56,1528.37,1515.14,4998827
2012-12-18,1518.49,1515.56,1529.72,1508.51,3817672
2012-12-19,1512.99,1520.48,1523.97,1510.61,3004884
2012-12-20,1517.36,1539.24,1540.21,1515.02,3308543
2012-12-21,1541.58,1533.23,1555.88,1525.3,3808479
2012-12-24,1529.16,1537.86,1538.35,1527.83,2941053
2012-12-25,1535.91,1567.06,1569.09,1531.88,4773036
2012-12-26,1568.49,1575.45,1576.36,1563.73,4752382
2012-12-27,1575.47,1574.79,1581.63,1561.97,3781722
2012-12-28,1572.67,1582.79,1583.58,1566.22,3538802
2012-12-31,1583.56,1597.8,1599.03,1583.56,4328216
